Date,Open,High,Low,Close,Adj Close,Volume
2019-08-16,114.080002,114.930000,112.059998,112.989998,111.042946,10965200
2019-08-19,114.349998,114.779999,113.599998,113.809998,111.848816,7178100
2019-08-20,113.860001,114.040001,112.010002,112.050003,110.119148,6112300
2019-08-21,113.980003,114.070000,111.879997,112.019997,110.089661,8156400
2019-08-22,112.199997,112.790001,111.349998,111.910004,109.981560,5995400
2019-08-23,111.620003,111.910004,110.129997,110.830002,108.920174,6236700
2019-08-26,111.559998,112.269997,111.220001,111.989998,110.060173,5935700
2019-08-27,112.419998,112.809998,111.510002,112.419998,110.482773,5733700
2019-08-28,112.279999,113.080002,111.680000,112.720001,110.777596,5371000
2019-08-29,114.199997,114.589996,113.309998,114.080002,112.114166,5270500
2019-08-30,115.000000,115.379997,113.900002,114.260002,112.291061,5705300
2019-09-03,113.680000,115.309998,113.489998,114.639999,112.664513,5942700
2019-09-04,115.690002,115.959999,114.820000,115.910004,113.912636,5782900
2019-09-05,117.669998,117.959999,115.269997,115.440002,113.450729,5826400
2019-09-06,115.440002,115.750000,114.620003,114.730003,112.752968,4346400
2019-09-09,114.500000,116.610001,114.400002,116.330002,114.325386,5973700
2019-09-10,115.989998,116.959999,115.480003,116.050003,114.050217,4857400
2019-09-11,116.000000,116.699997,115.220001,116.019997,114.020729,5284100
2019-09-12,116.650002,117.070000,115.900002,116.919998,114.905220,4474300
2019-09-13,117.160004,118.190002,116.949997,117.430000,115.406441,5638600
2019-09-16,116.540001,117.169998,115.379997,115.570000,113.578484,6090300
2019-09-17,115.320000,116.690002,115.250000,116.510002,114.502289,4604500
2019-09-18,116.910004,117.230003,116.180000,117.160004,115.141098,3956000
2019-09-19,117.400002,117.809998,116.769997,117.110001,115.091949,3380600
2019-09-20,117.349998,117.639999,116.800003,116.980003,114.964203,11332400
2019-09-23,116.610001,118.410004,116.559998,117.620003,115.593163,5162500
2019-09-24,118.250000,119.860001,118.010002,118.400002,116.359718,7273100
2019-09-25,118.470001,118.720001,117.809998,118.470001,116.428513,4613600
2019-09-26,118.800003,119.550003,118.190002,118.300003,116.261444,3986900
2019-09-27,119.209999,119.230003,117.750000,118.449997,116.408867,3434700
2019-09-30,118.669998,119.440002,118.559998,118.680000,116.634895,3401400
2019-10-01,118.849998,119.110001,117.720001,117.849998,115.819206,3729300
2019-10-02,117.400002,117.550003,115.610001,116.120003,114.119011,5944500
2019-10-03,115.879997,116.800003,114.580002,116.309998,114.305733,5206500
2019-10-04,116.400002,118.300003,116.190002,118.160004,116.123856,4627000
2019-10-07,118.099998,118.300003,116.879997,117.230003,115.209892,4695000
2019-10-08,116.809998,118.669998,116.660004,117.580002,115.553856,5125100
2019-10-09,118.180000,119.300003,118.019997,118.930000,116.880592,3903400
2019-10-10,118.900002,119.879997,118.599998,119.610001,117.548882,4341500
2019-10-11,119.919998,120.709999,118.720001,120.239998,118.168022,6127900
2019-10-14,119.849998,120.459999,119.099998,119.169998,117.116455,4573300
2019-10-15,119.330002,119.989998,118.870003,119.529999,117.470245,4516700
2019-10-16,119.309998,120.110001,119.099998,119.419998,117.362144,3781600
2019-10-17,119.669998,120.250000,119.360001,119.839996,117.774902,3910900
2019-10-18,120.449997,120.599998,119.129997,119.139999,117.086975,5592300
2019-10-21,119.300003,119.830002,118.820000,119.739998,117.676620,3410100
2019-10-22,119.750000,120.169998,119.389999,119.580002,117.519394,2544700
2019-10-23,119.169998,119.849998,118.690002,119.349998,117.293350,2840000
2019-10-24,119.150002,119.570000,118.510002,119.099998,117.047661,2900300
2019-10-25,119.000000,119.330002,118.199997,119.040001,116.988693,2564100
2019-10-28,119.250000,119.699997,118.529999,119.220001,117.165596,3404300
2019-10-29,118.500000,118.730003,117.080002,117.150002,115.131256,4791100
2019-10-30,117.180000,118.370003,117.050003,118.099998,116.064888,2996000
2019-10-31,117.930000,118.279999,116.830002,117.260002,115.239372,4881300
2019-11-01,117.919998,117.970001,117.230003,117.620003,115.593163,3762600
2019-11-04,118.400002,119.110001,117.169998,117.570000,115.544022,4646000
2019-11-05,117.680000,119.139999,117.080002,118.860001,116.811806,4217100
2019-11-06,118.830002,119.620003,118.709999,119.500000,117.440765,3614400
2019-11-07,120.000000,120.919998,119.540001,120.230003,118.158188,4441400
2019-11-08,120.309998,120.879997,118.940002,119.440002,117.381805,3832700
2019-11-11,118.699997,119.629997,118.279999,119.040001,116.988693,4439000
2019-11-12,119.599998,120.000000,118.809998,119.120003,117.067314,5063100
2019-11-13,119.160004,121.360001,118.660004,120.980003,118.895264,7711800
2019-11-14,124.599998,125.379997,119.510002,120.650002,118.570946,22504200
2019-11-15,120.680000,121.000000,118.379997,118.870003,116.821625,10137700
2019-11-18,118.449997,120.870003,118.239998,120.250000,118.177841,6548000
2019-11-19,120.110001,120.360001,119.709999,119.889999,117.824051,3715400
2019-11-20,120.209999,120.480003,118.400002,119.129997,117.077148,5075900
